# Kx Ky E
0 3 -0.53864831266288
0 3 -0.27717881979915
0 3 -0.1855283398651
0 3 -0.18552833986509
0 3 -0.058773606536016
0 3 -0.048761221691031
0 3 -0.048761221691009
0 3 -0.043109218587613
0 3 -0.04310921858761
0 3 -0.042885812582389
0 3 -0.033024875434178
0 3 0.031604906006061
0 3 0.031604906006063
0 3 0.042571683974767
0 3 0.12141112228275
0 3 0.12141112228276
0 3 0.1562457255976
0 3 0.15624572559764
0 3 0.22529106128479
0 3 0.23237383393025
0 3 0.23383012720989
0 3 0.27766231823946
0 3 0.2831426760243
0 3 0.29437068923221
0 3 0.29709739707431
0 3 0.30207382960308
0 3 0.31222657506828
0 3 0.31408674603987
0 3 0.32083168322306
0 3 0.32687445394106
