# Ky E
0 13.308927265961
1 13.317473801434
2 13.356662273098
3 13.290094177484
4 13.356662273098
5 13.317473801434
6 13.308927265961
7 13.317473801434
8 13.356662273098
9 13.290094177484
10 13.356662273098
11 13.317473801434
12 13.308927265961
13 13.317473801434
14 13.356662273098
15 13.290094177484
16 13.356662273098
17 13.317473801434
