# Ky E
0 -0.1333326116497
1 -0.13323149814564
2 -0.13323222534962
3 -0.13323222535863
4 -0.13322892073315
5 -0.13322892071752
6 -0.133232225353
7 -0.13323222535817
8 -0.13323149812624
9 -0.13333261164948
10 -0.13323149814043
11 -0.13323222535628
12 -0.13323222535469
13 -0.13322892074094
14 -0.13322892073698
15 -0.13323222535518
16 -0.13323222535401
17 -0.13323149813763
18 -0.13333261165475
19 -0.13323149815416
20 -0.13323222535689
21 -0.13323222534808
22 -0.13322892074821
23 -0.13322892076818
24 -0.13323222535461
25 -0.13323222536777
26 -0.13323149813877
