# Ky E
0 -2.3537028857069
1 -2.2928317036898
2 -2.2877386059071
3 -2.2952613473474
4 -2.2763152034181
5 -2.2763152034181
6 -2.2952613473474
7 -2.287738605907
8 -2.2928317036898
9 -2.3537028857069
10 -2.2928317036897
11 -2.287738605907
12 -2.2952613473474
13 -2.2763152034181
14 -2.2763152034181
15 -2.2952613473474
16 -2.287738605907
17 -2.2928317036898
18 -2.3537028857069
19 -2.2928317036898
20 -2.2877386059071
21 -2.2952613473474
22 -2.2763152034181
23 -2.2763152034181
24 -2.2952613473474
25 -2.2877386059071
