# Kx Ky E
0 3 -0.84517011249772
0 3 -0.82485870227747
0 3 -0.82485870227746
0 3 -0.81056850731831
0 3 -0.81056850731828
0 3 -0.80766884809817
0 3 -0.80682517380273
0 3 -0.80682517380272
0 3 -0.80320598178735
0 3 -0.80320598178735
0 3 -0.79454479652632
0 3 -0.79119617391802
0 3 -0.79053640468166
0 3 -0.79052032834476
0 3 -0.79050246724546
0 3 -0.78991570327258
0 3 -0.78154990586818
0 3 -0.77596859536051
0 3 -0.77480038504137
0 3 -0.7691441828537
0 3 -0.76795774761938
0 3 -0.7661754668969
0 3 -0.76168719345982
0 3 -0.75875708903954
0 3 -0.75528358807215
0 3 -0.75327327443909
0 3 -0.74973219935009
0 3 -0.74931780373156
0 3 -0.74832454802593
0 3 -0.74760253889036
