# Ky E
0 -1.2927317095446
1 -1.2909467349626
2 -1.2905619352352
3 -1.354706355275
4 -1.2905619352352
5 -1.2909467349626
6 -1.2927317095446
7 -1.2909467349626
8 -1.2905619352352
9 -1.354706355275
10 -1.2905619352352
11 -1.2909467349626
12 -1.2927317095446
13 -1.2909467349626
14 -1.2905619352352
15 -1.354706355275
16 -1.2905619352352
17 -1.2909467349626
