# Ky E
0 0.080392185810474
1 0.08352084411937
2 0.08497877243474
3 3.8629699616877e-07
4 0.084978772434713
5 0.083520844119366
6 0.080392185810476
7 0.083520844119365
8 0.084978772434752
9 3.8629701748505e-07
10 0.084978772434734
11 0.08352084411937
12 0.080392185810465
13 0.08352084411935
14 0.084978772434745
15 3.8629698728698e-07
16 0.084978772434738
17 0.083520844119372
