# Ky E
0 0.38639619770122
1 0.40160571022851
2 0.40871865182157
3 -0.0043268356889961
4 0.40871865182161
5 0.40160571022852
6 0.38639619770124
7 0.40160571022851
8 0.40871865182158
9 -0.0043268356889925
10 0.4087186518216
11 0.40160571022852
12 0.38639619770125
13 0.4016057102285
14 0.40871865182158
15 -0.0043268356890067
16 0.40871865182158
17 0.40160571022849
