# Ky E
0 0.11275271838707
1 0.12417064320355
2 0.13036789230861
3 -0.18566198312343
4 0.13036789230862
5 0.12417064320356
6 0.11275271838705
7 0.12417064320356
8 0.1303678923086
9 -0.18566198312343
10 0.13036789230862
11 0.12417064320357
12 0.11275271838705
13 0.12417064320356
14 0.13036789230861
15 -0.18566198312345
16 0.13036789230861
17 0.12417064320358
