# Ky E
0 0.37359038718504
1 0.38867347246532
2 0.39578304350514
3 -0.013692520268725
4 0.39578304350518
5 0.38867347246532
6 0.37359038718505
7 0.38867347246531
8 0.39578304350514
9 -0.013692520268718
10 0.39578304350517
11 0.38867347246532
12 0.37359038718507
13 0.38867347246531
14 0.39578304350514
15 -0.013692520268735
16 0.39578304350515
17 0.3886734724653
