# Ky E
0 0.31940446083512
1 0.33232169272575
2 0.33834084264283
3 -0.012506593679873
4 0.33834084264285
5 0.33232169272575
6 0.31940446083514
7 0.33232169272575
8 0.33834084264283
9 -0.012506593679863
10 0.33834084264284
11 0.33232169272576
12 0.31940446083514
13 0.33232169272574
14 0.33834084264283
15 -0.012506593679886
16 0.33834084264283
17 0.33232169272573
