# Ky E
0 0.17303944359246
0 0.18291178739887
0 0.19097192081703
0 0.20981438730403
0 0.32069472297694
1 0.1797737506393
1 0.19097192081702
1 0.20436135619199
1 0.23505236596002
1 0.32047382848379
2 0.18291178739887
2 0.204361356192
2 0.24629950100258
2 0.3166518924287
2 0.33939085184942
3 3.5527136788005e-15
3 0.17303944359246
3 0.23505236596002
3 0.30875170047958
3 0.31665189242872
4 0.18291178739887
4 0.20436135619199
4 0.21212654026152
4 0.31665189242869
4 0.33939085184943
5 0.17977375063929
5 0.19097192081702
5 0.20436135619198
5 0.23505236596003
5 0.32047382848375
6 0.17303944359248
6 0.18291178739887
6 0.19097192081703
6 0.20981438730403
6 0.32069472297695
7 0.1797737506393
7 0.19097192081702
7 0.20436135619199
7 0.23505236596002
7 0.32047382848375
8 0.18291178739888
8 0.20436135619199
8 0.20762560765857
8 0.31665189242869
8 0.33939085184944
9 -7.105427357601e-15
9 0.17303944359247
9 0.23505236596002
9 0.30875170047953
9 0.3166518924287
10 0.18291178739887
10 0.20436135619198
10 0.21775957659644
10 0.31665189242869
10 0.33939085184942
11 0.1797737506393
11 0.19097192081703
11 0.20436135619199
11 0.23505236596002
11 0.32047382848376
12 0.17303944359246
12 0.18291178739887
12 0.19097192081703
12 0.20981438730402
12 0.32069472297698
13 0.1797737506393
13 0.19097192081702
13 0.20436135619198
13 0.23505236596002
13 0.32047382848378
14 0.18291178739887
14 0.20436135619199
14 0.21794169852175
14 0.31665189242869
14 0.33939085184943
15 -1.2434497875802e-14
15 0.17303944359246
15 0.23505236596003
15 0.30875170047953
15 0.31665189242872
16 0.18291178739887
16 0.20436135619198
16 0.21191008063343
16 0.31665189242869
16 0.33939085184943
17 0.17977375063929
17 0.19097192081702
17 0.20436135619199
17 0.23505236596002
17 0.32047382848375
