# Kx Ky E
0 15 13.094059440647
0 15 13.165770557844
0 15 13.165770557844
0 15 13.177814470913
0 15 13.177814470913
0 15 13.197602434636
0 15 13.20320172925
0 15 13.205574356724
0 15 13.205574356724
0 15 13.215055375647
0 15 13.219634805194
0 15 13.219634805194
0 15 13.233125168509
0 15 13.246524911805
0 15 13.266473320682
0 15 13.266473321081
0 15 13.27378526726
0 15 13.273794981077
0 15 13.277349205788
0 15 13.277748483746
0 15 13.29200832203
0 15 13.298599839234
0 15 13.303950462102
0 15 13.309645107722
0 15 13.319122419259
0 15 13.32358264889
0 15 13.332641817059
0 15 13.33403811124
0 15 13.339009972683
0 15 13.343733813127
