2 	 0.000000000000011 	 0.000000000000014 	 0.000000000000004 	 0.000000000000007 	 0.000000000000005 	 -0.000000000000037 	 -0.000000000021037 
4 	 1.288415729305200 	 1.288051839976400 	 1.284782013146400 	 1.252590402302800 	 0.975982277667980 	 0.067177308642787 	 0.000000485804843 
6 	 2.237476904244900 	 2.236744782824200 	 2.230167838818300 	 2.165583674764700 	 1.622104987220000 	 0.083823901443459 	 0.000000486286677 
8 	 3.181895622337000 	 3.180601885146100 	 3.168982997835100 	 3.055210970998600 	 2.127522845418100 	 0.088946693776881 	 0.000000486292100 
10 	 3.722075141415800 	 3.720641696867400 	 3.707765548988100 	 3.581435605509700 	 2.487609852887300 	 0.091205278414467 	 0.000000486299673 
12 	 4.253759458109200 	 4.251968556871700 	 4.235885268693900 	 4.078446810322900 	 2.792848469799300 	 0.092411452870246 	 0.000000486270661 
14 	 4.997874257672700 	 4.995586046855600 	 4.975040574079700 	 4.774298175041300 	 3.121511094727200 	 0.093102704832303 	 0.000000486284632 
16 	 5.585959635684700 	 5.583175518586600 	 5.558183559688100 	 5.314629136316100 	 3.382924075053700 	 0.093468924072587 	 0.000000486293549 
18 	 5.936185037667500 	 5.933111176729000 	 5.905525225036400 	 5.637311407560600 	 3.565750119987600 	 0.093640643150300 	 0.000000486300983 
20 	 6.321833445401600 	 6.318479540540400 	 6.288378298595900 	 5.995537159425600 	 3.699708554672400 	 0.093712855353274 	 0.000000486295395 
22 	 6.638262501949400 	 6.634450156090900 	 6.600244247518500 	 6.268410319486000 	 3.793507559643600 	 0.093749965950614 	 0.000000486303781 
24 	 6.924117722154600 	 6.920051468639700 	 6.883567692089600 	 6.529677206293000 	 3.903835597898900 	 0.093778814833158 	 0.000000486303781 
26 	 7.260609962493000 	 7.256175328336000 	 7.216398562408000 	 6.831677275875800 	 4.025802926244300 	 0.093802174458018 	 0.000000486303781 
28 	 7.540172107285700 	 7.535593565331000 	 7.494528765842200 	 7.097600092460200 	 4.131644235311800 	 0.093816137213679 	 0.000000486295395 
30 	 7.765425821739900 	 7.760467081664700 	 7.715995800203300 	 7.286504328942000 	 4.201318841987800 	 0.093822565862727 	 0.000000486290846 
32 	 7.916501062216900 	 7.911423269120500 	 7.865883940916200 	 7.426020444539000 	 4.263027078298300 	 0.093827342988392 	 0.000000486293549 
34 	 8.296941298691600 	 8.291478279495100 	 8.242487554838400 	 7.769575925474300 	 4.388178620312100 	 0.093833307222166 	 0.000000486288096 
36 	 8.772462194320900 	 8.766333563837500 	 8.711394640936600 	 8.183069688578100 	 4.517551521185200 	 0.093837970702324 	 0.000000486290245 
38 	 8.821576405076900 	 8.815365986942000 	 8.759698312426200 	 8.224758557871400 	 4.529013235130600 	 0.093838262392399 	 0.000000486290245 
40 	 9.085596158687700 	 9.079081800885100 	 9.020693542382400 	 8.459969098409500 	 4.609681939359900 	 0.093839963014409 	 0.000000486305140 
42 	 9.270295566567400 	 9.263558258444900 	 9.203177036096400 	 8.623793489241200 	 4.666357249899000 	 0.093840890382536 	 0.000000486295400 
44 	 9.482493247309500 	 9.475479446961800 	 9.412625326942600 	 8.809991814681800 	 4.722837925854200 	 0.093841536589951 	 0.000000486290846 
46 	 9.771828699914000 	 9.764383334601200 	 9.697673568458300 	 9.059180068683200 	 4.789507571351700 	 0.093842087046845 	 0.000000486304479 
48 	 10.020511065486000 	 10.012735531217000 	 9.943073694155300 	 9.276905185876100 	 4.854830236520100 	 0.093842542573942 	 0.000000486292812 
50 	 10.226144705923000 	 10.218076808613000 	 10.145803079481000 	 9.455333766127800 	 4.905394351258600 	 0.093842809642505 	 0.000000486290245 
52 	 10.503236434027000 	 10.494989991399000 	 10.421118164871000 	 9.713836420160300 	 4.981614069684400 	 0.093843131644444 	 0.000000486290245 
54 	 10.777419469186000 	 10.768641871845000 	 10.690001777133000 	 9.938339850144100 	 5.041387024060900 	 0.093843316007106 	 0.000000486295395 
56 	 10.963353088515000 	 10.954504604369000 	 10.875237480954000 	 10.117346472622000 	 5.097434105467600 	 0.093843453217238 	 0.000000486302175 
58 	 11.157642277487000 	 11.148442627604000 	 11.066025043980000 	 10.277679412988000 	 5.134403285214300 	 0.093843526314824 	 0.000000486291656 
60 	 11.330346879882000 	 11.320797452518000 	 11.235248547528000 	 10.418054208477000 	 5.165910241170400 	 0.093843574552407 	 0.000000486293549 
62 	 11.468946306487000 	 11.459139284123000 	 11.371314608336000 	 10.535007709117000 	 5.199096727826900 	 0.093843617782973 	 0.000000486305140 
64 	 11.744007815906000 	 11.733847649669000 	 11.642863919626000 	 10.776669364154000 	 5.264313312522900 	 0.093843683735724 	 0.000000486303781 
66 	 12.013435768706000 	 12.002729274216000 	 11.906881836910000 	 10.997039595229000 	 5.308842423039700 	 0.093843717872051 	 0.000000486305140 
68 	 12.168493038669000 	 12.157544684613000 	 12.059536159110000 	 11.129565108644000 	 5.339454635282500 	 0.093843736969314 	 0.000000486295400 
70 	 12.317154009592000 	 12.305904627541000 	 12.205214280444000 	 11.250986825069000 	 5.361596621144200 	 0.093843747483504 	 0.000000486303781 
72 	 12.528472936308000 	 12.516879150129000 	 12.413113398495000 	 11.430413853383000 	 5.401543763896200 	 0.093843763833481 	 0.000000486289958 
74 	 12.765709355913000 	 12.753686909354000 	 12.646098461197000 	 11.628462234162000 	 5.442063124310300 	 0.093843776882704 	 0.000000486289958 
76 	 12.939570166114000 	 12.927246829174000 	 12.816973424567000 	 11.774647869139000 	 5.472639699846100 	 0.093843785060036 	 0.000000486290846 
