# Ky E
0 0.47678802157686
1 0.49194919552933
2 0.49848315043451
3 0.088174578285624
4 0.49848315043454
5 0.49194919552934
6 0.47678802157684
7 0.49194919552933
8 0.49848315043451
9 0.088174578285638
10 0.49848315043453
11 0.49194919552932
12 0.47678802157685
13 0.49194919552933
14 0.49848315043451
15 0.088174578285621
16 0.49848315043451
17 0.49194919552932
