# Ky E
0 -2.4537532570917e+19
1 -2.4543319344147e+19
2 -2.4551329307649e+19
3 -2.4565982165054e+19
4 -2.4578421245598e+19
5 -2.4583394147512e+19
6 -2.4587519884414e+19
7 -2.4595606561625e+19
8 -2.4601363548916e+19
9 -2.4595606561625e+19
10 -2.4587519884414e+19
11 -2.4583394147512e+19
12 -2.4578421245598e+19
13 -2.4565982165054e+19
14 -2.4551329307649e+19
15 -2.4543319344147e+19
16 -2.4537532570917e+19
17 -2.452604948008e+19
18 -2.4518399204775e+19
19 -2.4515757056464e+19
20 -2.4517035801818e+19
21 -2.4515757056464e+19
22 -2.4518399204776e+19
23 -2.452604948008e+19
