# Ky E
0 -5.1923057742959e+18
1 -5.1943852241185e+18
2 -5.1971945077613e+18
3 -5.2001503826717e+18
4 -5.2034166404977e+18
5 -5.2046398358762e+18
6 -5.2058590890687e+18
7 -5.2071092128089e+18
8 -5.2080661213441e+18
9 -5.2071092119512e+18
10 -5.2058590900578e+18
11 -5.2046398389561e+18
12 -5.2034166423991e+18
13 -5.2001503840815e+18
14 -5.1971945070752e+18
15 -5.1943852225375e+18
16 -5.1923057696545e+18
17 -5.1894374216784e+18
18 -5.1873739862776e+18
19 -5.1858577643392e+18
20 -5.1861653319796e+18
21 -5.1858577675471e+18
22 -5.1873739916799e+18
23 -5.1894374279735e+18
