# Ky E
0 -6.2116160036075e+27
1 -6.207979982752e+27
2 -6.2058549272134e+27
3 -6.203799250309e+27
4 -6.2013835393015e+27
5 -6.1994657818197e+27
6 -6.1985237277326e+27
7 -6.1983761977414e+27
8 -6.1977107763001e+27
9 -6.1983761977414e+27
10 -6.1985237277326e+27
11 -6.1994657818197e+27
12 -6.2013835393015e+27
13 -6.2037992503089e+27
14 -6.2058549272134e+27
15 -6.207979982752e+27
16 -6.2116160036075e+27
17 -6.2143372152165e+27
18 -6.2165489346083e+27
19 -6.2194881392371e+27
20 -6.2212817381331e+27
21 -6.2194881392372e+27
22 -6.2165489346083e+27
23 -6.2143372152165e+27
