# Ky E
0 -1.7309978344584e+16
1 -1.7304681594123e+16
2 -1.7302471157858e+16
3 -1.7300489521563e+16
4 -1.7303927842472e+16
5 -1.7300489520853e+16
6 -1.7302471156501e+16
7 -1.7304681592479e+16
8 -1.7309978342573e+16
9 -1.73046815924e+16
10 -1.7302471156538e+16
11 -1.7300489520799e+16
12 -1.7303927842472e+16
13 -1.730048952156e+16
14 -1.7302471158007e+16
15 -1.7304681593994e+16
16 -1.7309978344584e+16
17 -1.7304681594425e+16
18 -1.7302471158343e+16
19 -1.7300489522266e+16
20 -1.7303927843624e+16
21 -1.730048952234e+16
22 -1.7302471158352e+16
23 -1.730468159437e+16
