# Ky E
0 -1.3477085854063e+16
1 -1.3202255374073e+16
2 -1.3819763249528e+16
3 -1.3867482357671e+16
4 -1.5141331198417e+16
5 -1.4238213672579e+16
6 -1.369666302787e+16
7 -1.3378151126438e+16
8 -1.3421789921835e+16
9 -1.3378163111274e+16
10 -1.3696668070844e+16
11 -1.4238220798732e+16
12 -1.5141320062153e+16
13 -1.3867480700203e+16
14 -1.3819763140144e+16
15 -1.3202249507787e+16
16 -1.3477063109352e+16
17 -1.3149590375032e+16
18 -1.3547656137752e+16
19 -1.4146033010579e+16
20 -1.6011729752472e+16
21 -1.414603405409e+16
22 -1.3547675441454e+16
23 -1.3149606597369e+16
