# Ky E
0 -1.1523889654067e+25
1 -1.1518321168468e+25
2 -1.1509461917015e+25
3 -1.1501467835893e+25
4 -1.1486282896909e+25
5 -1.1468959913907e+25
6 -1.1453171095811e+25
7 -1.1439031152627e+25
8 -1.1433449232068e+25
9 -1.1439031152627e+25
10 -1.1453171095811e+25
11 -1.1468959913907e+25
12 -1.1486282896909e+25
13 -1.1501467835893e+25
14 -1.1509461917015e+25
15 -1.1518321168468e+25
16 -1.1523889654067e+25
17 -1.1528794002762e+25
18 -1.1532723435102e+25
19 -1.1536563758301e+25
20 -1.1535672755152e+25
21 -1.1536563758301e+25
22 -1.1532723435102e+25
23 -1.1528794002762e+25
