# Ky E
0 2.4611773032789e+21
1 2.4603321466427e+21
2 2.4611685115492e+21
3 2.4595399217743e+21
4 2.4607569644274e+21
5 2.4587880128202e+21
6 2.460908961254e+21
7 2.4581577286342e+21
8 2.4610770794982e+21
9 2.4581577286342e+21
10 2.460908961254e+21
11 2.4587880128202e+21
12 2.4607569644274e+21
13 2.4595399217743e+21
14 2.4611685115492e+21
15 2.4603321466427e+21
16 2.4611773032789e+21
17 2.4613086029136e+21
18 2.4605836053178e+21
19 2.4620979101216e+21
20 2.4601216187515e+21
21 2.4620979101216e+21
22 2.4605836053178e+21
23 2.4613086029136e+21
