# Ky E
0 8.8534796495382e+28
1 9.0280813319964e+28
2 9.172620587487e+28
3 9.0058755055264e+28
4 8.7914502779106e+28
5 9.0469056791744e+28
6 9.2428426099486e+28
7 9.0677040594325e+28
8 8.9267364550423e+28
9 9.0677040594325e+28
10 9.2428426099487e+28
11 9.0469056791744e+28
12 8.7914502779106e+28
13 9.0058755055264e+28
14 9.1726205874869e+28
15 9.0280813319964e+28
16 8.8534796495382e+28
17 9.0640777230362e+28
18 9.1558024583478e+28
19 9.0557635748122e+28
20 8.8414919885065e+28
21 9.0557635748122e+28
22 9.1558024583478e+28
23 9.0640777230362e+28
