# Ky E
0 8.6431066390242e+23
1 8.68118496701e+23
2 8.6504533814e+23
3 8.6832027874631e+23
4 8.6570992144278e+23
5 8.6854787391611e+23
6 8.6638312703289e+23
7 8.6871784827333e+23
8 8.6661325415172e+23
9 8.6871784827333e+23
10 8.6638312703289e+23
11 8.6854787391612e+23
12 8.6570992144278e+23
13 8.683202787463e+23
14 8.6504533814e+23
15 8.68118496701e+23
16 8.6431066390241e+23
17 8.679878037022e+23
18 8.637684539361e+23
19 8.6793160957371e+23
20 8.6347506599404e+23
21 8.6793160957371e+23
22 8.637684539361e+23
23 8.679878037022e+23
