# Ky E
0 -9.5542362332777e+14
1 -9.4256007759488e+14
2 -9.4014085693817e+14
3 -9.4685152038231e+14
4 -9.5149395759138e+14
5 -9.4685152038231e+14
6 -9.4014085693818e+14
7 -9.4256007759488e+14
8 -9.5542362332777e+14
9 -9.4256007759488e+14
10 -9.4014085693818e+14
11 -9.468515203823e+14
12 -9.5149395759138e+14
13 -9.4685152038231e+14
14 -9.4014085693817e+14
15 -9.4256007759487e+14
16 -9.5542362332777e+14
17 -9.4256007759487e+14
18 -9.4014085693816e+14
19 -9.468515203823e+14
20 -9.5149395759138e+14
21 -9.4685152038231e+14
22 -9.4014085693818e+14
23 -9.4256007759488e+14
