# Ky E
0 -1.5696429762701e+25
1 -1.567068467735e+25
2 -1.5197392555119e+25
3 -1.4792878732304e+25
4 -1.749907601323e+25
5 -1.480713943789e+25
6 -1.5303072113137e+25
7 -1.5654350780657e+25
8 -1.567088831739e+25
9 -1.5654350780657e+25
10 -1.5303072113137e+25
11 -1.480713943789e+25
12 -1.749907601323e+25
13 -1.4792878732304e+25
14 -1.5197392555119e+25
15 -1.567068467735e+25
16 -1.5696429762701e+25
17 -1.5673600445122e+25
18 -1.5424948688317e+25
19 -1.4813252028587e+25
20 -1.7521652486808e+25
21 -1.4813252028587e+25
22 -1.5424948688317e+25
23 -1.5673600445122e+25
