# Ky E
3 -0.97346347294647
3 -0.95680911303181
3 -0.94606285528804
3 -0.94266048765188
3 -0.92545486528795
3 -0.9204459395439
3 -0.9163111003856
3 -0.87811696638988
3 -0.8767540865729
3 -0.86862134508673
3 -0.86834341556337
3 -0.86833089866042
3 -0.86641504332901
3 -0.86237597125001
3 -0.85864972574321
3 -0.85640328741011
3 -0.85612311511101
3 -0.85213712693237
3 -0.8512788763275
3 -0.85040012392479
3 -0.84876379975839
3 -0.84701395077053
3 -0.84224509331096
3 -0.84202947890771
3 -0.83228096977084
3 -0.83141986751162
3 -0.83064332392927
3 -0.82556103960283
3 -0.82544232007396
3 -0.82373807635772
3 -0.8235484369506
3 -0.82291233162437
3 -0.82024157505631
3 -0.81788237483849
3 -0.81671089012831
3 -0.81459140939774
3 -0.81311763906608
3 -0.8124612594296
3 -0.80958598195242
3 -0.80762857727065
3 -0.8064553907327
3 -0.80596383878937
3 -0.80407621277534
3 -0.79787306458804
3 -0.79633809934545
3 -0.79471557293319
3 -0.79292056937267
3 -0.79073073496172
3 -0.78774635455465
3 -0.7847230247601
3 -0.78320933369132
3 -0.78198539986736
3 -0.78066177048592
3 -0.7802846709597
3 -0.77835614924634
3 -0.77753468722244
3 -0.7774872373213
3 -0.77632933969693
3 -0.77603348851341
3 -0.77421281978018
3 -0.76882325904512
3 -0.76363524539786
3 -0.74687767135858
3 -0.74629253980344
3 -0.74393299242155
3 -0.7437202176447
3 -0.74352216830158
3 -0.73978341578615
3 -0.73933792435227
3 -0.73767112945409
3 -0.73698413459149
3 -0.73666556245441
3 -0.73593171597277
3 -0.73484381495166
3 -0.73164781547817
3 -0.7309376763362
3 -0.73059948418135
3 -0.72883067424288
3 -0.72675819817847
3 -0.72659958923641
3 -0.72622896197297
3 -0.7257396015814
3 -0.72430364667386
3 -0.72362003611541
3 -0.72290979723367
3 -0.72158928640433
3 -0.72129146953162
3 -0.72087126598173
3 -0.71804206902389
3 -0.71779076391469
3 -0.71658676867871
3 -0.7157770028583
3 -0.7140980074255
3 -0.71384315658707
3 -0.7134633311542
3 -0.71215327035776
3 -0.71176512884901
3 -0.71006349392413
3 -0.70816504701929
3 -0.70815363859992
3 -0.70756554453884
3 -0.70612176177036
3 -0.70544025330329
3 -0.70507693998936
3 -0.70385327134909
3 -0.70376508176889
3 -0.7034355800082
3 -0.7018369963683
3 -0.70004905883868
3 -0.69756755239366
3 -0.69683571577012
3 -0.69536207524773
3 -0.69532406728061
3 -0.69241857657384
3 -0.69048716912489
3 -0.68964962124102
3 -0.68611622524135
3 -0.68562661079574
3 -0.68351630174073
3 -0.68148868287314
3 -0.68104748271451
3 -0.68066956294862
3 -0.6790772170794
3 -0.67483032137523
3 -0.67210266307378
3 -0.67062371775918
3 -0.67027446485774
3 -0.6701903437351
3 -0.66747206207922
3 -0.66483835568826
3 -0.66449870901829
3 -0.66347324989058
3 -0.66191714980412
3 -0.66145333204854
3 -0.65951169130103
3 -0.65694292258336
3 -0.65650010410022
3 -0.65531311740856
3 -0.6544690103943
3 -0.65319232127443
3 -0.65284488920679
3 -0.65111607305385
3 -0.65025848643691
3 -0.64929309259368
3 -0.64885967687937
3 -0.64771098505733
3 -0.64576892623296
3 -0.64575975267991
3 -0.64507799779311
3 -0.64397713670491
3 -0.64252673834596
3 -0.64226851473875
3 -0.63997738661723
3 -0.63933899217295
3 -0.63887719169892
3 -0.63776306874544
3 -0.63636323370605
3 -0.63615901870839
3 -0.63331805852164
3 -0.63305616001735
3 -0.63235600094781
3 -0.62959973823958
3 -0.6285540107003
3 -0.6263808195078
3 -0.62553900214597
3 -0.62539695436
3 -0.62537536500168
3 -0.623076881065
3 -0.62086274418761
3 -0.62042063519018
3 -0.6179389271676
3 -0.61776765680939
3 -0.61689841056925
3 -0.61395213900901
3 -0.61387662025934
3 -0.61317413904982
3 -0.61182898900181
3 -0.61125253295756
3 -0.61100389689057
3 -0.60974688820638
3 -0.6094144904826
3 -0.60874638015865
3 -0.60639619455173
3 -0.60299532587192
3 -0.60163817092701
3 -0.6015791957302
3 -0.60088031175084
3 -0.60003661105333
3 -0.59907524480556
3 -0.5983861301141
3 -0.59406650909734
3 -0.59374905229363
3 -0.59193981641336
3 -0.59154412770436
3 -0.59118479716676
3 -0.58948315167913
3 -0.58905072580396
3 -0.58783733783214
3 -0.58760187930059
3 -0.58694552569109
3 -0.58450784975025
3 -0.58343825722697
3 -0.58328178271744
3 -0.58243985089165
3 -0.58163801012439
3 -0.5806815980582
3 -0.57990237464564
3 -0.5787201260131
3 -0.57675776297876
3 -0.57648696183827
3 -0.57476927548233
3 -0.57462583515566
3 -0.57308496489296
3 -0.57207344813109
3 -0.57016277908374
3 -0.56903140174348
3 -0.56885754795644
3 -0.56794244264866
3 -0.56610848369216
3 -0.56499444989073
3 -0.56482328310631
3 -0.56433624761992
3 -0.55967810956769
3 -0.55943836857411
3 -0.55924072774797
3 -0.55801546488636
3 -0.55651058680483
3 -0.55465776480569
3 -0.55347397536804
3 -0.55321411305959
3 -0.55200628276799
3 -0.55071067250864
3 -0.54980667383244
3 -0.54751007943488
3 -0.5473137651705
3 -0.54507825466922
3 -0.54468834566049
3 -0.54342432479683
3 -0.54228173871906
3 -0.54218682789931
3 -0.54212590174787
3 -0.54112270475117
3 -0.54064268783432
3 -0.53963310346412
3 -0.53913967428876
3 -0.53763702440072
3 -0.53644360011933
3 -0.53475381710164
3 -0.53450475978562
3 -0.53284977817438
3 -0.52964967776967
3 -0.52961340547203
3 -0.52855180356903
3 -0.52852831253919
3 -0.5265838894845
3 -0.52638894774344
3 -0.52488449888187
3 -0.5239903860076
3 -0.52132992970056
3 -0.52118801453808
3 -0.52054029898619
3 -0.5195200975026
3 -0.51905782458404
3 -0.51828556412714
3 -0.51758419176508
3 -0.51724388305671
3 -0.51563552249855
3 -0.51535620989844
3 -0.51437250775604
3 -0.51388041364569
3 -0.513781345253
3 -0.51095046431051
3 -0.5077710311633
3 -0.50635164467596
3 -0.50540883100635
3 -0.50526405830617
3 -0.50475120521514
3 -0.50231882512862
3 -0.50186257436745
3 -0.49835867422244
3 -0.49789892567568
3 -0.49786204643508
3 -0.49515730760546
3 -0.49501746680471
3 -0.49404740050497
3 -0.49189546013969
3 -0.49126956954031
3 -0.49087973882725
3 -0.49067919675792
3 -0.48930841431806
3 -0.4872060995323
3 -0.48651684259896
3 -0.48597185385321
3 -0.48428969028087
3 -0.48373494193842
3 -0.4831785356585
3 -0.48140974193984
3 -0.47977332184885
3 -0.47607209723316
3 -0.47486426975354
3 -0.47441697537835
3 -0.47394861909817
3 -0.4720708247598
3 -0.47159090364725
3 -0.47069539078611
3 -0.47006751577311
3 -0.46865107504298
3 -0.46804615845624
3 -0.46549227616588
3 -0.46415380637466
3 -0.46340234568798
3 -0.46053596870475
3 -0.45886438069281
3 -0.45691525532588
3 -0.45568210494872
3 -0.45400142067707
3 -0.45210326390432
3 -0.45176484187695
3 -0.45156004069319
3 -0.4510824761563
3 -0.44617327650606
3 -0.44578685825195
3 -0.44372340826167
3 -0.4427114019322
3 -0.43862121229201
3 -0.435040619904
3 -0.43426695391309
3 -0.43232945016298
3 -0.43138317647044
3 -0.43003813667893
3 -0.42743936456958
3 -0.42674171452157
3 -0.42599786192165
3 -0.42556703115101
3 -0.42067460067792
3 -0.42026951499524
3 -0.42024984768025
3 -0.41922711967252
3 -0.41904454365649
3 -0.41668205765858
3 -0.41514994591627
3 -0.41446511835244
3 -0.412671975011
3 -0.41223786671064
3 -0.41038721384244
3 -0.4090553735554
3 -0.40807375666916
3 -0.40628177626847
3 -0.40514618035348
3 -0.40479208851595
3 -0.40363748460518
3 -0.40274769293356
3 -0.40211627600446
3 -0.39983771515939
3 -0.39800396483594
3 -0.39619332776452
3 -0.39309160246255
3 -0.39276476645736
3 -0.39250835933372
3 -0.39169866574228
3 -0.38595007050135
3 -0.38503368375629
3 -0.38473804162485
3 -0.38091129476561
3 -0.38054850598645
3 -0.37846132981604
3 -0.37549418686828
3 -0.37319410770081
3 -0.37201191052164
3 -0.37031224501423
3 -0.36923110463723
3 -0.36648112802982
3 -0.36232241247674
3 -0.36074384993088
3 -0.35949886392417
3 -0.35580105789858
3 -0.35572360592395
3 -0.35519822462626
3 -0.35373873832495
3 -0.35266619539662
3 -0.35074782874625
3 -0.34720193152255
3 -0.34641035314666
3 -0.34288341813025
3 -0.34256043482959
3 -0.33863620147303
3 -0.33604985061698
3 -0.33517353917749
3 -0.33503271957117
3 -0.33165315036898
3 -0.33149968888139
3 -0.32860856290921
3 -0.32676131807323
3 -0.32464544303559
3 -0.32277014468208
3 -0.31778626050118
3 -0.31615158578316
3 -0.31608022495485
3 -0.31215663725959
3 -0.31118019101739
3 -0.31028340745444
3 -0.30773826161348
3 -0.30685736123299
3 -0.30606213155132
3 -0.29855778470884
3 -0.29846463934293
3 -0.29683054326525
3 -0.29186108544208
3 -0.29103358957815
3 -0.29037808455664
3 -0.28683370381723
3 -0.28088340228595
3 -0.27899642200602
3 -0.27573189741073
3 -0.27346135082655
3 -0.27143857520466
3 -0.26876550061565
3 -0.25989511187405
3 -0.25876713912629
3 -0.25760939302609
3 -0.25572457373165
3 -0.25548459184646
3 -0.25155918625428
3 -0.24702329366757
3 -0.24603913080781
3 -0.2443773440314
3 -0.2386152289323
3 -0.23649282194028
3 -0.23466928883777
3 -0.23121380718014
3 -0.22916260194395
3 -0.22762219537061
3 -0.22744189378915
3 -0.22643100382489
3 -0.21898670772875
3 -0.21321509509973
3 -0.2097510585118
3 -0.20259809549554
3 -0.19966213005875
3 -0.19276019196096
3 -0.18996972554957
3 -0.18399301860529
3 -0.16924457940452
3 -0.16594446448366
3 -0.16396713045674
3 -0.1561457294915
3 -0.14833579659891
3 -0.14700020177563
3 -0.13385644746579
3 -0.13075436149857
3 -0.1262889029382
3 -0.12055408250901
3 -0.11454854667616
3 -0.11268002314891
3 -0.11251282278388
3 -0.10733708437814
3 -0.10238052221412
3 -0.094585620932794
3 -0.089843827474891
3 -0.067181900797028
3 -0.062707961095379
3 -0.047073335486081
3 -0.037661724199019
3 -0.034842806929001
3 -0.014766762522958
3 -0.0035208376993552
3 0.016255243401801
3 0.017294059099131
3 0.019482622266477
3 0.024268991644647
3 0.028887666469918
3 0.091662111803826
3 0.091665503119028
3 0.09189518671992
3 0.092088845156525
3 0.092292033492022
