# Ky E
0 2.480379204504
1 2.5425741614039
2 2.5295150206458
3 2.544321366521
4 2.5443213665211
5 2.5295150206458
6 2.5425741614038
7 2.480379204504
8 2.5425741614038
9 2.5295150206458
10 2.5443213665211
11 2.5443213665211
12 2.5295150206458
13 2.5425741614038
14 2.480379204504
15 2.5425741614038
16 2.5295150206458
17 2.5443213665211
18 2.5443213665211
19 2.5295150206458
20 2.5425741614038
