# Kx Ky E
0 3 -0.013692536977713
0 3 0.37359037171175
0 3 0.51232777814878
0 3 0.51232777814879
0 3 0.67768244160141
0 3 0.69531347245506
0 3 0.69531347245507
0 3 0.70385917966642
0 3 0.70385917966642
0 3 0.70434994913888
0 3 0.7271510626604
0 3 0.82733051232895
0 3 0.82733051232895
0 3 0.85209160717797
0 3 0.96389710114929
0 3 0.9638971011493
0 3 1.0398605977245
0 3 1.0398605977245
0 3 1.1207004210388
0 3 1.1419788900509
0 3 1.1425215176581
0 3 1.1834592020363
0 3 1.1994528146595
0 3 1.2059340737051
0 3 1.2386030359797
0 3 1.2467554529556
0 3 1.2545052740346
0 3 1.2679794234099
0 3 1.2722571591519
0 3 1.2799557053171
