# Kx Ky E
1 1 -7.2655481631045e-10 1
1 1 -6.0093796605543e-10 1
1 1 -3.8497383059166e-10 1
1 1 -2.3176305319339e-10 1
1 1 -1.9139712037486e-10 1
1 1 -7.6514794500326e-11 1
1 1 -6.3321792254101e-11 1
1 1 5.7955418242273e-11 1
1 1 1.2023981810216e-10 1
1 1 0.067840005361232 1
1 2 -7.265388290989e-10 2
1 2 -5.7739590886285e-10 2
1 2 -3.5107916573907e-10 2
1 2 -2.3529977966064e-10 2
1 2 -7.8291151339727e-11 2
1 2 -6.0401461610127e-11 2
1 2 9.1517904365901e-12 2
1 2 1.1299405855425e-10 2
1 2 0.11395248628877 2
2 2 -6.6822458677507e-10 1
2 2 -5.5366378148847e-10 1
2 2 -4.3980641351027e-10 1
2 2 -1.1000622635038e-10 1
2 2 -1.7147172570731e-11 1
2 2 3.9682035435362e-11 1
2 2 9.2288843234201e-11 1
2 2 1.6959766924174e-10 1
2 2 0.1600781154999 1
