# Kx Ky E
0 0 -7.105427357601e-15 1
0 0 -3.5527136788005e-15 1
0 0 -1.7763568394003e-15 1
0 0 0 1
0 0 0 1
0 0 0 1
0 0 0 1
0 0 7.105427357601e-15 1
0 0 1.0658141036402e-14 1
0 0 0.44311346272626 1
0 1 -3.5527136788005e-15 2
0 1 0 2
0 1 0 2
0 1 0 2
0 1 0 2
0 1 0 2
0 1 0 2
0 1 0 2
0 1 3.5527136788005e-15 2
0 1 7.105427357601e-15 2
0 1 0.44311346272638 2
1 1 -1.4210854715202e-14 1
1 1 -1.7763568394003e-15 1
1 1 -1.7763568394003e-15 1
1 1 0 1
1 1 0 1
1 1 0 1
1 1 1.7763568394003e-15 1
1 1 7.105427357601e-15 1
1 1 8.8817841970013e-15 1
1 1 1.0658141036402e-14 1
1 1 0.4431134627265 1
