# Kx Ky E
0 0 -2.6290081223124e-13 1
0 0 -1.7763568394003e-13 1
0 0 -1.2079226507922e-13 1
0 0 -9.2370555648813e-14 1
0 0 -2.1316282072803e-14 1
0 0 -7.105427357601e-15 1
0 0 1.0125233984581e-13 1
0 0 2.0605739337043e-13 1
0 0 2.7355895326764e-13 1
0 0 3.4106051316485e-13 1
0 0 8.5087492607272e-13 1
0 0 1.104893954107e-12 1
0 0 0.13733493425763 1
0 1 -2.5757174171304e-13 2
0 1 -1.9007018181583e-13 2
0 1 -1.1901590823982e-13 2
0 1 -8.8817841970013e-14 2
0 1 -6.5725203057809e-14 2
0 1 2.8421709430404e-14 2
0 1 1.0302869668521e-13 2
0 1 1.1191048088222e-13 2
0 1 1.8651746813703e-13 2
0 1 2.3092638912203e-13 2
0 1 3.1263880373444e-13 2
0 1 8.7041485130612e-13 2
0 1 1.1368683772162e-12 2
0 1 0.13734835029936 2
1 1 -2.1316282072803e-13 1
1 1 -8.5265128291212e-14 1
1 1 -3.0198066269804e-14 1
1 1 -1.9539925233403e-14 1
1 1 7.105427357601e-15 1
1 1 5.1514348342607e-14 1
1 1 6.3948846218409e-14 1
1 1 1.1546319456102e-13 1
1 1 1.6697754290362e-13 1
1 1 2.8244073746464e-13 1
1 1 3.1263880373444e-13 1
1 1 8.8817841970013e-13 1
1 1 1.1546319456102e-12 1
1 1 0.13736176634111 1
