# Kx Ky E
0 0 -7.8869177855267e-10 1
0 0 -5.1883830565203e-10 1
0 0 -3.0641444936919e-10 1
0 0 -1.9823431784971e-10 1
0 0 -4.7647219503233e-11 1
0 0 1.9591439581745e-11 1
0 0 7.8303585837602e-11 1
0 0 0.17452492938377 1
0 1 -6.3759841850697e-10 2
0 1 -5.4362736534586e-10 2
0 1 -3.698765738136e-10 2
0 1 -1.9055335087614e-10 2
0 1 -6.1383786942315e-11 2
0 1 -3.6113334545007e-12 2
0 1 7.6004980087419e-11 2
0 1 9.2276408736325e-11 2
0 1 0.11397676262913 2
1 1 -6.4582117431655e-10 1
1 1 -5.8371085742692e-10 1
1 1 -4.0082248631279e-10 1
1 1 -1.8789769740124e-10 1
1 1 -1.4550671778579e-10 1
1 1 -9.1064933371854e-11 1
1 1 9.3418606184059e-11 1
1 1 1.2029843787786e-10 1
1 1 0.053344638631204 1
