# Ky E
0 0.38855150666233
1 0.40367305968791
2 0.41071936612586
3 2.4373942864031e-09
4 0.41071936612589
5 0.40367305968791
6 0.38855150666235
7 0.40367305968791
8 0.41071936612586
9 2.4373978391168e-09
10 0.41071936612588
11 0.40367305968791
12 0.38855150666232
13 0.40367305968791
14 0.41071936612587
15 2.437372970121e-09
16 0.41071936612586
17 0.4036730596879
