# Kx Ky E
0 3 -4.7961634663807e-14
0 3 -2.3092638912203e-14
0 3 -1.7763568394003e-14
0 3 -1.5987211554602e-14
0 3 -5.3290705182008e-15
0 3 -3.5527136788005e-15
0 3 0
0 3 7.105427357601e-15
0 3 1.0658141036402e-14
0 3 1.5987211554602e-14
0 3 1.9539925233403e-14
0 3 2.1316282072803e-14
0 3 2.3092638912203e-14
0 3 2.4868995751604e-14
0 3 3.3750779948605e-14
0 3 0.54492803049311
0 3 0.5450032707508
0 3 0.54500703139137
0 3 0.54500810923468
0 3 0.54508547224801
0 3 0.54776725116017
0 3 0.54806226039148
0 3 0.54828096974134
0 3 0.54839030868158
0 3 0.54948784035689
0 3 0.55171184934566
0 3 0.55193803146969
0 3 0.5526071778489
0 3 0.5555383766093
0 3 0.55760100736664
1 3 -4.7961634663807e-14
1 3 -1.2434497875802e-14
1 3 -1.0658141036402e-14
1 3 -8.8817841970013e-15
1 3 -7.105427357601e-15
1 3 -3.5527136788005e-15
1 3 -1.7763568394003e-15
1 3 0
1 3 7.105427357601e-15
1 3 8.8817841970013e-15
1 3 1.0658141036402e-14
1 3 1.7763568394003e-14
1 3 1.9539925233403e-14
1 3 3.1974423109205e-14
1 3 4.4408920985006e-14
1 3 0.20388685521717
1 3 0.54500327075081
1 3 0.54768712621849
1 3 0.54776725116019
1 3 0.54785539800294
1 3 0.54787898563512
1 3 0.5483825474935
1 3 0.5494878403569
1 3 0.54969050692514
1 3 0.5500864099695
1 3 0.55056764786352
1 3 0.55188043624118
1 3 0.55451200413711
1 3 0.55553837660932
1 3 0.55575188264955
2 3 -2.4868995751604e-14
2 3 -1.2434497875802e-14
2 3 -1.0658141036402e-14
2 3 -8.8817841970013e-15
2 3 -7.105427357601e-15
2 3 -3.5527136788005e-15
2 3 0
2 3 1.7763568394003e-15
2 3 3.5527136788005e-15
2 3 3.5527136788005e-15
2 3 3.5527136788005e-15
2 3 5.3290705182008e-15
2 3 7.105427357601e-15
2 3 1.4210854715202e-14
2 3 1.5987211554602e-14
2 3 3.3750779948605e-14
2 3 0.54500703139137
2 3 0.54785539800294
2 3 0.54785539805241
2 3 0.54828096974135
2 3 0.54853367508902
2 3 0.54867893452636
2 3 0.54968825660576
2 3 0.54969050692515
2 3 0.55159172767874
2 3 0.55171184934567
2 3 0.55231992786324
2 3 0.55282224222381
2 3 0.5545120041371
2 3 0.5565764339211
3 3 -4.7961634663807e-14
3 3 -2.8421709430404e-14
3 3 -1.5987211554602e-14
3 3 -3.5527136788005e-15
3 3 0
3 3 7.105427357601e-15
3 3 1.0658141036402e-14
3 3 1.7763568394003e-14
3 3 1.7763568394003e-14
3 3 3.1974423109205e-14
3 3 3.7303493627405e-14
3 3 4.0856207306206e-14
3 3 0.54500810923466
3 3 0.5478789856351
3 3 0.54839030868158
3 3 0.54867893452635
3 3 0.54887056183337
3 3 0.5500864099695
3 3 0.55231992786324
3 3 0.5526071778489
3 3 0.55325681103027
3 3 0.55575188264956
3 3 0.5573493812308
3 3 0.55744921997782
3 3 0.55760199497253
3 3 0.55782937823013
3 3 0.55795899602761
3 3 0.55835515791054
3 3 0.55838224559183
3 3 0.56031710536557
4 3 -3.3750779948605e-14
4 3 -2.6645352591004e-14
4 3 -2.6645352591004e-14
4 3 -2.1316282072803e-14
4 3 -1.4210854715202e-14
4 3 -1.7763568394003e-15
4 3 0
4 3 8.8817841970013e-15
4 3 1.0658141036402e-14
4 3 1.7763568394003e-14
4 3 2.3092638912203e-14
4 3 2.8421709430404e-14
4 3 4.0856207306206e-14
4 3 5.1514348342607e-14
4 3 6.5725203057809e-14
4 3 0.001308508416253
4 3 0.54500703139136
4 3 0.54785539800294
4 3 0.54785540468971
4 3 0.54828096974133
4 3 0.54853367508902
4 3 0.54867893452635
4 3 0.54954381064305
4 3 0.54969050692514
4 3 0.55159172767876
4 3 0.55171184934567
4 3 0.55231992786323
4 3 0.55340258118721
4 3 0.5545120041371
4 3 0.55657643392111
5 3 -2.1316282072803e-14
5 3 -1.9539925233403e-14
5 3 -1.7763568394003e-14
5 3 -1.5987211554602e-14
5 3 -1.2434497875802e-14
5 3 -7.105427357601e-15
5 3 -1.7763568394003e-15
5 3 3.5527136788005e-15
5 3 7.105427357601e-15
5 3 1.2434497875802e-14
5 3 1.7763568394003e-14
5 3 2.1316282072803e-14
5 3 2.1316282072803e-14
5 3 2.6645352591004e-14
5 3 3.7303493627405e-14
5 3 0.307225041792
5 3 0.54500327075081
5 3 0.5476871262185
5 3 0.54776725116016
5 3 0.54785539800294
5 3 0.5478789856351
5 3 0.5483825474935
5 3 0.54843508496562
5 3 0.5494878403569
5 3 0.54969050692515
5 3 0.5500864099695
5 3 0.55188043624118
5 3 0.5545120041371
5 3 0.55553837660933
5 3 0.55575188264956
6 3 -3.7303493627405e-14
6 3 -3.1974423109205e-14
6 3 -2.6645352591004e-14
6 3 -1.5987211554602e-14
6 3 -8.8817841970013e-15
