# Ky E
0 -0.49823557676058
1 -0.48914495257652
2 -0.48046024357082
3 -0.71906143683559
4 -0.48046024357083
5 -0.48914495257649
6 -0.49823557676058
7 -0.4891449525765
8 -0.48046024357079
9 -0.7190614368356
10 -0.4804602435708
11 -0.48914495257651
12 -0.49823557676057
13 -0.48914495257652
14 -0.48046024357083
15 -0.71906143683559
16 -0.48046024357083
17 -0.48914495257649
