# Kx Ky E
0 15 12.795625486685
0 15 12.885660017732
0 15 12.885660017732
0 15 12.898959552349
0 15 12.901348785804
0 15 12.905657910754
0 15 12.90948434393
0 15 12.90948434393
0 15 12.92963799308
0 15 12.92963799308
0 15 12.932297984722
0 15 12.932297984722
0 15 12.933688187261
0 15 12.96541418316
0 15 12.9706056494
0 15 12.9706056494
0 15 12.977825313305
0 15 12.986792057199
0 15 12.987714976995
0 15 12.988567044092
0 15 12.991239846638
0 15 13.000955241229
0 15 13.000998040577
0 15 13.014554761891
0 15 13.016383151388
0 15 13.020749594471
0 15 13.034194033777
0 15 13.038175066175
0 15 13.038451289326
0 15 13.044955770253
