# Ky E
0 0.30574781673282
1 0.32037093975837
2 0.32759250381384
3 -0.068600189890658
4 0.32759250381387
5 0.32037093975838
6 0.30574781673281
7 0.32037093975837
8 0.32759250381384
9 -0.068600189890645
10 0.32759250381386
11 0.32037093975839
12 0.30574781673283
13 0.32037093975837
14 0.32759250381384
15 -0.06860018989067
16 0.32759250381384
17 0.32037093975836
