# Kx Ky E
0 3 -0.0054504641819939
0 3 0.38377411606593
0 3 0.52324042306228
0 3 0.52324042306228
0 3 0.6891771983955
0 3 0.70692730430222
0 3 0.70692730430223
0 3 0.71552084207478
0 3 0.71552084207479
0 3 0.71601626615625
0 3 0.73902291785191
0 3 0.83975208448433
0 3 0.83975208448434
0 3 0.86472913396732
0 3 0.97703127252619
0 3 0.97703127252619
0 3 1.0536214166256
0 3 1.0536214166257
0 3 1.1346504539524
0 3 1.1561303822266
0 3 1.1567388296787
0 3 1.197370812851
0 3 1.2137127197913
0 3 1.220012760719
0 3 1.2534356645674
0 3 1.2612321760036
0 3 1.2693795470415
0 3 1.2829733979626
0 3 1.2871664537846
0 3 1.2948013728492
